id,participant_id,participant_no,condition_id,condition_type,task_order,task_type,survey_number,thoughts_on_experiment,suggestions,created_at,reason_for_change,internal_inconsistency,pattern_experience,pattern_experience_majority,pattern_experience_minority,pattern_experience_diffusion
8ec5d65d-4f27-4e23-b17d-9662f7bce121,dcd1ed62-d5a6-4302-a597-724e85fa3a91,66,66.0,minorityDiffusion,normativeFirst,informative,2,"All the AI agents ended up agreeing on the same answer. 
",All the agents agreeing to the same answer in my last response. ,2025-09-09 17:43:58.472505+00:00,"It was changed because I had a neutral (didn't know the answer) position to start, and I learned new info from the AI agents' responses. ",,I appreciated the fact that all the AI agents agreed on an answer with me at the end. It made me feel even more confident that I had the right answer. ,,,I appreciated the fact that all the AI agents agreed on an answer with me at the end. It made me feel even more confident that I had the right answer. 
bc7d0317-46d8-4a2f-a45d-0cee17556e83,dcd1ed62-d5a6-4302-a597-724e85fa3a91,66,66.0,minorityDiffusion,normativeFirst,normative,1,"I would say my initial thoughts were the most important, as that's the stance that I spent the most time arguing for. However, the AI arguments did have influence on my thoughts throughout the session. ",,2025-09-09 17:37:46.990366+00:00,My opinion was maintained. Two agents agreed with my position (making us the majority) versus one that didn't. This further supported my stance. ,There was no difference between the answer I publicly submitted and the true answer that I held privately. ,It made me feel further supported in my position and more willing to continue arguing for it. ,,,It made me feel further supported in my position and more willing to continue arguing for it. 
799ed8fe-3b7b-4502-a208-934f7261274b,9d0abbe5-a06d-4ded-ad7b-5ee1139b84c9,67,67.0,majority,informativeFirst,informative,1,The facets presented by the Ai bots influenced my choice the most because new facts and info can change my mind sometimes.,I enjoyed the topic,2025-09-09 18:18:55.515933+00:00,I wasnt very educated on the topic which is why i needed help from the bots.,"Their was no difference i was honest
",Although hey were different they all agreed overall so i enjoyed getting different reasons for why that was.,Although hey were different they all agreed overall so i enjoyed getting different reasons for why that was.,,
e9d27913-ad0f-4662-90ce-7a60611d141e,9d0abbe5-a06d-4ded-ad7b-5ee1139b84c9,67,67.0,majority,informativeFirst,normative,2,The most important for me was gaining new perspective and keeping an open mind.,It felt like no bot agreed with anything i said,2025-09-09 18:32:44.098075+00:00,the Ai bots had insightful answers but nothing compelling enough too change or outweigh my personal stance.,There was no difference i was completely honest in my view,I felt like i was getting three different opportunities to change my mind which solidified my stance because all three disagreed but still didnt change my mind,I felt like i was getting three different opportunities to change my mind which solidified my stance because all three disagreed but still didnt change my mind,,
e38d22c3-8388-4182-9508-764da77d9a54,7bbeecf7-33a6-4f95-b1f7-1b17b79f0b72,68,68.0,minority,normativeFirst,informative,2,The most important factor was considering the correct answer and not just choosing what felt right or going off gut instinct ,,2025-09-09 17:53:25.342171+00:00,What changed was what felt correct and new scientifically confirmed information that was brought up by the 3rd chat agent ,There was no difference I chose the answer that I felt was correct,I didnt feel different the other arguments had no real evidence to back up their claims anyway,,I didnt feel different the other arguments had no real evidence to back up their claims anyway,
88d4c572-ee50-4aee-93aa-28f4e06a072d,7bbeecf7-33a6-4f95-b1f7-1b17b79f0b72,68,68.0,minority,normativeFirst,normative,1,The most important factor was focusing on what the correct answer was and not just agreeing,,2025-09-09 17:43:59.400177+00:00,I only changed my opinion if there was new information that conflicted with mine in a negative way. I want to choose the moral answer,No I was honest and true to myself in all of my opinions,It did not effect my judgement just like people are allowed to have their own opinions that does not make me change my mind,,It did not effect my judgement just like people are allowed to have their own opinions that does not make me change my mind,
b6a682d3-9c15-4ad4-b523-05adbd68e2a1,a06d8bf2-816c-48a8-b4fe-03c79b290a30,69,69.0,minorityDiffusion,informativeFirst,informative,1,The final decision was the AI's arguments about the topic.  They all gave good arguments then I decided which one that I thought was more right.,Getting 3 different AIs to talk about one topic was very interesting especially when they had different opinions.,2025-09-09 17:43:04.912805+00:00,I changed my stance because after reading the AIs responses I seen what they said made sense too.,Me not knowing much about that topic.,It affected my judgement cause I didn't know much about the topic.,,,It affected my judgement cause I didn't know much about the topic.
44d36d90-861a-4134-9f05-d999a76cff0a,a06d8bf2-816c-48a8-b4fe-03c79b290a30,69,69.0,minorityDiffusion,informativeFirst,normative,2,I went in with the same thought that I left with.  I stand by what I think.,The changing of one of the AI's seemed like they just went along with whoever.,2025-09-09 17:51:57.947102+00:00,It got stronger just by the more I thought about it.  ,There was no difference.,It did not change the way I thought at all.  ,,,It did not change the way I thought at all.  
f5f51c26-1ee9-4a40-8908-29e2b7b80c3b,ab008076-6538-4925-beb0-9c2ac8259d81,70,70.0,majority,normativeFirst,informative,2,The AI's argument as my stance and original opinion wasn't clear or very confident. ,,2025-09-09 17:49:58.701465+00:00,By explaining that the word has been expanded to include gender biases building on what was my original feeling/opinion. ,,It made me more confident in trusting what they were saying. ,It made me more confident in trusting what they were saying. ,,
0c604acf-6851-457a-a9e0-9efad9ed6220,ab008076-6538-4925-beb0-9c2ac8259d81,70,70.0,majority,normativeFirst,normative,1,My initial thoughts and feelings on the subject. As my opinions were already quite strong it would have taken a robust argument by the AI for me to change stance. ,,2025-09-09 17:41:48.819942+00:00,My opinion slightly strengthened because I felt more confident in my feelings and experience on the subject. ,,They all expressed similar opinions covering a variety of factors but it only made me strengthen my own opinion. ,They all expressed similar opinions covering a variety of factors but it only made me strengthen my own opinion. ,,
df814b7d-6ae5-44ad-b88f-dc3a6bfc3ba9,9b21942f-17c3-4406-b78e-79d5b9a591bf,71,71.0,minority,informativeFirst,informative,1,I was interested to dig into the reasoning of the different arguments and find a slightly different way of phrasing the argument so we mainly agreed on the answer,,2025-09-09 18:09:50.059647+00:00,I acknowledged that Swan had a hand in the development of lightbulbs and was glad to see that the models agreed on the fact that edison invented the first lightbulb that was usable in a household setting,There wasn't a difference,I was interested to tease out why the AI had a different opinion and see how that affected my thinking,,I was interested to tease out why the AI had a different opinion and see how that affected my thinking,
bfbbf89b-0218-4723-9a10-7d3fe7553603,9b21942f-17c3-4406-b78e-79d5b9a591bf,71,71.0,minority,informativeFirst,normative,2,Seeing if the models arguments added anything to my current understanding of how meetings should work. I was open to persuasion,,2025-09-09 18:20:42.333370+00:00,"It changed a little, I agreed with model 3 that sometimes longer meetings are required but generally feel shorter well run meetings are better",no difference,It made me reflect on my thoughts and check I had considered all possibilities,,It made me reflect on my thoughts and check I had considered all possibilities,
fab947e6-5634-4acd-948f-393f99e6e18f,09fb713b-901d-462f-84e3-212c0d1fec01,72,,minorityDiffusion,normativeFirst,informative,2,learning about the person been discussed to be able to evaluate where the name came from,i learnt about the person and how the name came about,2025-09-09 18:47:32.386756+00:00,"when i learnt about the person, i had to adjust my stance while evaluating the points the agents gave",there is no difference,i felt good as they are evaluating the relationship the person have with the nickname ,,,i felt good as they are evaluating the relationship the person have with the nickname 
412cd173-b889-4b00-a704-2c6c35f75b75,09fb713b-901d-462f-84e3-212c0d1fec01,72,,minorityDiffusion,normativeFirst,normative,1,the feasibility of the topic discussed in real life. what i would prefer to happen if it where to be a real situation was the important factor i considered when making my decision ,i like how the agents sometimes have different view and sometimes agree with each other when they analyse others view point on the toipc,2025-09-09 18:24:55.341380+00:00,my view on the topic made me maintain my stance and the point the agents made helped me analyse and decide if my opinion is viable,their is no difference as the answer i submitted is my view/ opinion on the topic been discussed,it didn't affect me as i know everyone have different ways they see things. i try to relate my opinion to what i think is ideal in real life,,,it didn't affect me as i know everyone have different ways they see things. i try to relate my opinion to what i think is ideal in real life
b2ed1c9b-d2b0-46cb-8766-ce7350a368aa,1956d093-8877-452f-b605-d6975cedbfa9,73,73.0,majority,informativeFirst,informative,1,"The most important factor was the clear chronological math. Despite cultural and technological arguments from the AIs, the timeline evidence (Pyramid ~2560 BCE, Cleopatra ~30 BCE, Moon landing 1969 CE) shows Cleopatra was closer in time to the Moon landing. My decision was based on factual calculation.","I found it surprising how strongly the AIs focused on cultural and technological perspectives rather than simply addressing the timeline. This made the debate richer, but also showed how framing can shift the discussion away from the original statement.",2025-09-09 17:55:19.393421+00:00,"My opinion was maintained. The AIs raised interesting cultural and historical continuity arguments, but none outweighed the numerical timeline evidence. The statement was about chronological distance, so the math was the deciding factor.",There was no difference. My public and private answers aligned because I was confident that the chronological evidence supported the statement.,"It was interesting to see different angles presented. While it sometimes made me pause, I didn’t feel less confident; instead, it helped me clarify the difference between cultural interpretation and strict chronological fact. It showed that AI can frame issues differently, but I trusted my reasoning process.","It was interesting to see different angles presented. While it sometimes made me pause, I didn’t feel less confident; instead, it helped me clarify the difference between cultural interpretation and strict chronological fact. It showed that AI can frame issues differently, but I trusted my reasoning process.",,
4fd53a15-bd7a-4e71-95f6-3a5283ca3d14,1956d093-8877-452f-b605-d6975cedbfa9,73,73.0,majority,informativeFirst,normative,2,"The most important factor was weighing efficiency in context. While online meetings save time and resources, the AIs raised strong points about offline meetings fostering trust, creativity, and team cohesion. My decision came from balancing these factors and concluding that efficiency depends on purpose.","I found it interesting how strongly the AIs defended offline meetings with cultural and relational arguments. It reminded me that “efficiency” is not just about speed or cost but also about long-term outcomes like morale, trust, and innovation.",2025-09-09 18:04:33.892386+00:00,"My opinion shifted slightly. Initially, I leaned toward supporting online efficiency, but after hearing arguments about offline meetings encouraging creativity and cultural alignment, I adjusted to a more balanced view. The AIs influenced me to see efficiency as situational, not absolute.","There wasn’t a major difference. Both my public and private answers reflected a balanced view. The only small difference was in emphasis—privately I leaned a bit more toward online efficiency, but publicly I highlighted balance to acknowledge the points raised.","It was interesting to see different emphases from each AI. Instead of confusing me, it actually helped clarify my thinking by forcing me to consider efficiency from multiple dimensions—time, resources, relationships, and creativity. It made my judgment more nuanced.","It was interesting to see different emphases from each AI. Instead of confusing me, it actually helped clarify my thinking by forcing me to consider efficiency from multiple dimensions—time, resources, relationships, and creativity. It made my judgment more nuanced.",,
0e848f1d-df15-446e-a56b-3c9640faf87c,e9735720-d13d-47c9-99f1-be9ec8418a61,74,74.0,minority,normativeFirst,informative,2,my most important decision was based on facts from the AI not opinions. This is why I changed my mind on the koala question as it was fact based compared to the online or offline meetings question.,nothing else to add,2025-09-09 17:56:57.577756+00:00,"I changed my opinion because I didn't really know if they were bears or not, I thought they were bears based on the name but having read what agent 3 said, it changed my mind as they told me koalas were not bears but marsupials.","No, I would have given the same answer in public or private.",I wanted to see if they were telling me something I didn't know or if the argument was better than mine and it was and it changed my mind because I didn't know a lot on that subject compared to the first 2 agents that just agreed with me and didn't really help.,,I wanted to see if they were telling me something I didn't know or if the argument was better than mine and it was and it changed my mind because I didn't know a lot on that subject compared to the first 2 agents that just agreed with me and didn't really help.,
a5340242-818d-4d56-9443-75637689c66a,e9735720-d13d-47c9-99f1-be9ec8418a61,74,74.0,minority,normativeFirst,normative,1,I wanted to see if they could change my mind after reading what all 3 said and to see if i was wrong with what i thought.,nothing else to share.,2025-09-09 17:46:00.209849+00:00,"It didn't really change a lot, I wanted to see what the 3 agents would say and give them the chance to change my mind but they didn't change my mind for or against.","My opinions didn't change from public to private, it's what I think so they are both true.",I felt like I got more out of the 3rd agent that didn't agree with what I said as the other 2 just confirmed what I was saying but the 3rd agent give me a different outlook and something to think about.,,I felt like I got more out of the 3rd agent that didn't agree with what I said as the other 2 just confirmed what I was saying but the 3rd agent give me a different outlook and something to think about.,
8a56529b-a1cc-4b1d-b0ab-1fe260bc37c9,00f48994-a285-4631-9696-edbecccdbd14,75,75.0,minorityDiffusion,informativeFirst,informative,1,the ais arguments were the main reason as it helped me to evaluate my arguments and make my decision,,2025-09-09 17:41:59.746786+00:00,the ais arguments and their reasoning helped to change my opinion because it helped me understand their point of views,no my opinions were the same,it helped me evaluate my options and helped me be more confident in my decision and trust myself more,,,it helped me evaluate my options and helped me be more confident in my decision and trust myself more
f790d913-0c41-4d11-bd3b-d85a24c00379,00f48994-a285-4631-9696-edbecccdbd14,75,75.0,minorityDiffusion,informativeFirst,normative,2,my initial argument was the most important to making my decision because i thought it was my main belief and strongest belief that did not change,,2025-09-09 17:55:33.542531+00:00,it maintained because none of the other arguments convinced me to change my mind they were weak arguments to me,there was no difference,"it didn't affect my judgement because i still believed in my argument the most, it was my main belief",,,"it didn't affect my judgement because i still believed in my argument the most, it was my main belief"
aa513be5-3bf7-4462-be11-c296570e3aa0,cd24dfc7-ab58-4701-8060-636ce24d286e,76,76.0,majority,normativeFirst,informative,2,I suppose I was less concerned with the spelling which I knew to be correct than the definition which I thought was exaggerated/inaccurate,Just the usual intransigence of the AI whenever I do a study of this nature. I never otherwise engage with AI at all.,2025-09-09 18:04:45.681501+00:00,I changed my opinion because at the end of the day it was the spelling that was central to the statement and that was correct.,No difference between the two.,The differing opinions were in effect all the same opinion with slight variations - it bugged me that they were all so repetitive.,The differing opinions were in effect all the same opinion with slight variations - it bugged me that they were all so repetitive.,,
ac9c2353-4006-4e42-9cc6-cf2593144344,cd24dfc7-ab58-4701-8060-636ce24d286e,76,76.0,majority,normativeFirst,normative,1,"If the agent had come up with any really compelling arguments I might have changed my stance a little but they all basically said the same thing, over and over.",Nothing was unexpected or interesting - the agents acted exactly as I thought they would. You can't have any kind of real encounter/conversation with an AI because they're just so entrenched in their programmed politeness and inclusivity. It's just tedious and unreal and not how real life is.,2025-09-09 17:50:14.629115+00:00,I maintained my position because I don't thing the agents appreciated my stance/arguments and were extremely repetitive in theirs which made me dig in harder. Their inflexibility strengthened mine.,"No difference between my ""true"" and public answer. I don't capitulate just to keep an AI onboard.","To be honest, all the opinions were pretty much the same throughout from all the agents. There was a sense of political correctness/inclusivity/mutual respect etc that really felt dishonest, disingenuous and irritating.","To be honest, all the opinions were pretty much the same throughout from all the agents. There was a sense of political correctness/inclusivity/mutual respect etc that really felt dishonest, disingenuous and irritating.",,
eb11b9a5-bbd8-4c89-93a9-948ade737065,889464d6-cce9-4e14-8ceb-032f3a0abf0c,77,77.0,minority,informativeFirst,informative,1,What I thought to be true in conjuntion with how the AI responded to me,It was interesting to have multiple opinions in one session.,2025-09-09 17:55:06.287976+00:00,My confidence did go up as two of the three AI assistants agreed with me. ,No I stuck with my first opinion and did not change with any of the AI answers.,It did not effect me because it kept giving the same information over and over again,,It did not effect me because it kept giving the same information over and over again,
4b893320-9bd9-4771-aa6c-4cd19fb68aa1,889464d6-cce9-4e14-8ceb-032f3a0abf0c,77,77.0,minority,informativeFirst,normative,2,I had a very strong feeling that you should not make phone calls in an elavator,I found it interesting that the second AI would help the argument of the first AI,2025-09-09 18:15:45.121605+00:00,It stayed the same because of my own values. I listened to the agents but the one that opposed to me was not going change my mind.,There was no difference. I would hold this same belief regardless of influence.,It did not affect my judgement. They just kept repeating the same opposition. The argument did not make sense to me.,,It did not affect my judgement. They just kept repeating the same opposition. The argument did not make sense to me.,
4aade082-051f-43da-b8e9-b92219e1dd66,f648a570-513c-4482-9932-71c78717586c,78,78.0,minorityDiffusion,normativeFirst,informative,2,Understanding each others point.,The instructions are very clear.,2025-09-09 18:06:21.549936+00:00,My opinion did not change because I felt understood.,It would not make a difference.,I felt heard.,,,I felt heard.
9c098c9a-e68f-4b77-aed0-5ce58d76f969,f648a570-513c-4482-9932-71c78717586c,78,78.0,minorityDiffusion,normativeFirst,normative,1,The nature of the task and how it would be seen physically.,,2025-09-09 17:56:05.410593+00:00,"My opinion did not change much because I tried to access it physically, it only changed slightly when the AI had a point.",My answers would have been the same.,I felt heard.,,,I felt heard.
91360a3d-3239-4e07-a0ce-1beef6fda742,6e51d200-d884-4119-8396-68494a7ddf3f,79,79.0,majority,informativeFirst,informative,1,Just realizing that Cleopatra lived during the time of Marc Antony her lover and how that was not that close in time periods to the building of the great pyramids made me believe I was wrong and the Ai were right.,Learned I could be wrong about historical facts ,2025-09-09 17:41:00.043754+00:00,I just came to the realization that the AI were just more factually correct than me ,Just facts are hard to argue with plain and simple ,At first I were not sure if they were correct but when all 3 had the same opinion I began to doubt myself and my answer ,At first I were not sure if they were correct but when all 3 had the same opinion I began to doubt myself and my answer ,,
a113f533-7c7d-45e5-8501-42a44ad4e6e0,6e51d200-d884-4119-8396-68494a7ddf3f,79,79.0,majority,informativeFirst,normative,2,Just applying logic to the statements presented and then seeing if the AI 's statements seem logical to me or not ,,2025-09-09 17:48:24.385267+00:00,I just changed my opinion when I felt I was wrong ,There was no different answer just stated as I believed things to be true ,I really did not matter to me just evaluated on the basis of if it being right or not ,I really did not matter to me just evaluated on the basis of if it being right or not ,,
59ea6a96-7ba9-4072-b677-b062585b7500,77c2f6c1-59bb-4529-b4bd-95947c8939bb,80,80.0,minority,normativeFirst,informative,2,"The AI reminded me that koalas are not bears, I knew they weren't, but forgot they were marsupials at the moment, so I relied on a preceeding sense already taken in, so that it was not really like changing my mind.",,2025-09-09 17:48:38.524417+00:00,Reaffirmation of prior recollections,,"If I remember correctly, the minority at first was correct. I may be wrong on that. I know the one who said koalas are marsupials rung a bell",,"If I remember correctly, the minority at first was correct. I may be wrong on that. I know the one who said koalas are marsupials rung a bell",
51117e07-6a2b-464a-b048-0e919f0625e9,77c2f6c1-59bb-4529-b4bd-95947c8939bb,80,80.0,minority,normativeFirst,normative,1,"The AI's arguments, although they didn't really take a stand, and left me guessing where to rate the bars.",,2025-09-09 17:40:26.131764+00:00,"If the agent made a logical case to alter my viewpoint, I did.","I don't think so, because the questions were very generalised.","If the single AI's response was logical, yes, I would change. No impact on judgement or trust. ",,"If the single AI's response was logical, yes, I would change. No impact on judgement or trust. ",
136d388c-59d0-4300-969f-e724325013bb,e817f2b7-c7dd-4cff-9367-138be05feaaf,81,81.0,minorityDiffusion,informativeFirst,informative,1,I didn't understand the topic of conversation enough to make a decision and the agents didn't help,,2025-09-09 17:44:51.077371+00:00,My opinion didn't change the agents may or may not have been right I don't know,,I honestly didn't know what they where talking about,,,I honestly didn't know what they where talking about
8f2f7381-e798-412b-aea9-87ea9e2dfa51,e817f2b7-c7dd-4cff-9367-138be05feaaf,81,81.0,minorityDiffusion,informativeFirst,normative,2,"My initial thoughts, the AI's arguments were terrible",,2025-09-09 17:53:35.813091+00:00,My opinion that hybrid work is better than office just got stronger the AI's stupidity just made me more sure I was right,,I really didn't care and it affected nothing,,,I really didn't care and it affected nothing
22132b5f-0a1d-4006-b8c9-82717f4a1184,b532a2a0-cb98-42dc-b522-088859f7b0c5,82,82.0,majority,normativeFirst,informative,2,I used my knowledge of the word,,2025-09-09 17:47:03.371144+00:00,I was really uncertain but they didn't give me actual evidence or links,,It made me question my judgment!,It made me question my judgment!,,
c2dbd5e6-3eb7-4ec6-ba94-3b4631bdb294,b532a2a0-cb98-42dc-b522-088859f7b0c5,82,82.0,majority,normativeFirst,normative,1,It was my initial thoughts but that's because I felt strongly about the topic. ,,2025-09-09 17:40:25.708762+00:00,I didn't find the AIs arguments that strong on this subject. ,Not relevant ,It made me validate my view,It made me validate my view,,
8a5e9d01-2e5a-4710-be6c-901431da40c1,206652aa-efa6-46bb-8a66-bc2718a52ce6,83,83.0,minority,informativeFirst,informative,1,"Agent 3 said ""around"" the same time, that is not precise",,2025-09-09 18:13:47.357975+00:00,Agent 3 was unclear and incorrect,no,I am strong in my beliefs and it takes much to change what I know,,I am strong in my beliefs and it takes much to change what I know,
1029fa10-537e-472b-b1be-d73d1e5a300b,206652aa-efa6-46bb-8a66-bc2718a52ce6,83,83.0,minority,informativeFirst,normative,2,arguments were weak,all good,2025-09-09 18:18:27.863854+00:00,"no change in my end, short and more frequent is better and proven",no,abent 3 is always to dissenter,,abent 3 is always to dissenter,
1b8344d9-f99f-467a-ad67-74a030cd6d77,c5c5f9a8-56b2-47cb-ba19-8c86e4b86f3b,84,84.0,minorityDiffusion,normativeFirst,informative,2,As I wasnt that enlightened on topic I let the AI teach me about it and even AI seemed to disagree with each other so I considered all their points before making decision.,"It was enjoyable, thank you",2025-09-09 17:51:11.564443+00:00,"I let them change my opinion as I thought they were smarter than me in this aspect, at first I only believed what I read online before or what I learnt in school but AI got knowledge bigger than mine so I easily trusted their opinion.",I allowed myself to open up mentally and trust AI because I think it can read google and know more than me regarding history.,"I felt good, I liked seeing conflicting opinions as they have different knowledges and can teach me many different things, this being one of them. I felt cared for and understood and I truly believed their arguments.",,,"I felt good, I liked seeing conflicting opinions as they have different knowledges and can teach me many different things, this being one of them. I felt cared for and understood and I truly believed their arguments."
5e73ffe2-b6a1-4ba2-a8ca-04e0cebc8c07,c5c5f9a8-56b2-47cb-ba19-8c86e4b86f3b,84,84.0,minorityDiffusion,normativeFirst,normative,1,"The most important factor when making my final decision was everyones arguments, as I saw what they mean and that it could be applied both ways, the argument. And I didnt even consider some of the facts they said about the arguments which made me rethink whether I am right or wrong.",It was very fun!,2025-09-09 17:42:56.558190+00:00,AI's influenced me because I think they agreed with me at first. But over the time they gave good points like new arguments that aligned with my values in a way as well which made me think that maybe I was wrong and I was too harsh. I thought I should see another side of it because the AI was so kind and gave in depth answers which truly made sense. I also think they are very transparent and its why I trusted their arguments more.,"I wouldnt say there was a difference now, I am very transparent ","I felt slightly irked at first but I realised that they do it for a reason and that I should trust what they mean because it can be true and that anyones opinion, even AI's can be changed over time and I should be the same",,,"I felt slightly irked at first but I realised that they do it for a reason and that I should trust what they mean because it can be true and that anyones opinion, even AI's can be changed over time and I should be the same"
cff3d516-2a98-40b3-81dd-551fd46d841b,5113d9f7-3fef-4ec8-8a2d-d3d2eb771a9e,85,85.0,majority,informativeFirst,informative,1,The most important factor for me was to be factually correct but the AI wanted me to look at it from a different perspective and I understood what they were trying to say but they wouldn't agree with the facts.,I could not understsnd why they were so adamant to twist what I was saying and it made me more determined not to back down.,2025-09-09 17:46:56.310258+00:00,I became more determined to get my point across and it annoyed me when they didn't take into account what I was trying to say.,There was no difference.,I began to doubt their capabilities.,I began to doubt their capabilities.,,
97d0352b-fb96-4d6e-9292-e2ffbaf0790a,5113d9f7-3fef-4ec8-8a2d-d3d2eb771a9e,85,85.0,majority,informativeFirst,normative,2,I am not very familiar with online meetings so I really did not have an opinion so when the agents pointed out the benfits of offline meetings then I agreed with them.,I felt that this interaction was less biased than the previous one.,2025-09-09 17:58:21.908846+00:00,Both the positives and negatives of the arguement were pointed out to me and I made my decision from there.,No,I didn't feel that they were expressing different opinions.,I didn't feel that they were expressing different opinions.,,
6d6de24a-b1a2-4a76-b7a8-93f97a298a6f,dc4e73f1-4cf5-47ea-a5b9-d58eaaf436e3,86,86.0,minority,normativeFirst,informative,2,"When I started, I thought that Koala's were not bears, and when it was confirmed by Agent 3 - the one I trust the most I changed my opinion

",Again I felt that agents 1 and 2 just agreed with each other,2025-09-09 18:03:37.262814+00:00,Agent 3 confirmed what I thought to be that is why I changed my opinion,No difference,It was valuable to have an agent going against its 'colleagues',,It was valuable to have an agent going against its 'colleagues',
96bfedd5-8066-4c89-a131-a86622b50bc5,dc4e73f1-4cf5-47ea-a5b9-d58eaaf436e3,86,86.0,minority,normativeFirst,normative,1,"I used my own experience in online/offline meetings as a baseline. The agents did rasie a few extra points which were helpful some for my position and some against, but there was never enough to change my position",Agent 2 felt like it wasn't very original. It did bring in an environmental angle but other than that it was very similar to Agent 1,2025-09-09 17:51:26.081247+00:00,Agents 1 and 2 always confirmed my point of view so they never really changed my position. Agent 3 gave a different perspective so I was able to weigh that up against my View but there was nothing that couldn't be dealt with in a different scenario,There was no difference,I felt Agent 3 was more helpful because it was presenting ideas I hadn't thought of but still not enough to change my mind,,I felt Agent 3 was more helpful because it was presenting ideas I hadn't thought of but still not enough to change my mind,
cbb92e54-05e8-4e4b-a913-d777fe2b5ca6,09b9e45a-2dad-4776-8f63-9a5ff5189f5f,87,87.0,minorityDiffusion,informativeFirst,informative,1,"I really wasn't knowledgeable about the topic so I wanted to go with the agent's suggestions but I was very puzzled by the responses, they were quite contradicting",,2025-09-09 17:44:43.323249+00:00,I was definitely influenced by the AI's statements but I didn't always understand the responses,there was no difference,It made me think that AI was unsure and easily influenced so I wasn't as confident I should listen to the AI,,,It made me think that AI was unsure and easily influenced so I wasn't as confident I should listen to the AI
7a61d620-ebd9-4028-a65a-320b123a74a9,09b9e45a-2dad-4776-8f63-9a5ff5189f5f,87,87.0,minorityDiffusion,informativeFirst,normative,2,,,2025-09-09 17:56:46.739814+00:00,,,"I did not get influenced by the agent's, even though they seemed to all support the statement and I was the only one opposing it. I didn't think their arguments were even worth of considering.",,,"I did not get influenced by the agent's, even though they seemed to all support the statement and I was the only one opposing it. I didn't think their arguments were even worth of considering."
11a91d96-225e-47bb-82a2-449448f21fc7,43767e66-41d2-4d39-ab15-55bb730cb0ed,88,88.0,majority,normativeFirst,informative,2,I knew the agent was incorrect and my knowledge was sound ,,2025-09-09 17:48:14.249336+00:00,I refused to change my mind on the question,It was the same ,I trusted my own judgment ,I trusted my own judgment ,,
1199be7a-9c35-47cf-b3ff-892a336821bd,43767e66-41d2-4d39-ab15-55bb730cb0ed,88,88.0,majority,normativeFirst,normative,1,Whether pr not it was a fair and just argument.,,2025-09-09 17:42:41.185255+00:00,The agent made very good logical arguments that altered my opionion.,"No, exactly the same honest opionion. ",I felt open to changing my opionion if the arguments were valid,I felt open to changing my opionion if the arguments were valid,,
872239c6-4fa2-4355-988d-e7746f93921f,ae1e82c8-04e8-4d42-9f19-a2f3c1e789df,89,89.0,minority,informativeFirst,informative,1,"I would say that there wasn't an all-important factor. I definitely relied on my own prior knowledge, but was also willing to learn something new and to reflect on my own biases if need be.",I have no additional thoughts about the session.,2025-09-09 17:53:29.470929+00:00,"My position was maintained or changed solely based on the information brought to me by the AI agents. The professionalism and (hopefully) objectively true facts were what influenced me primarily.
",My answers would be the same either way.,"I definitely felt a bit of wariness towards Blue; I think that's a natural response for everyone. But I didn't let it stop me from taking Blue's information into account, as sometimes beliefs need to be challenged.",,"I definitely felt a bit of wariness towards Blue; I think that's a natural response for everyone. But I didn't let it stop me from taking Blue's information into account, as sometimes beliefs need to be challenged.",
abf2dcf9-9dc0-4e3a-ba22-02217ec38737,ae1e82c8-04e8-4d42-9f19-a2f3c1e789df,89,89.0,minority,informativeFirst,normative,2,"Unlike the last session where all of the factors played an important role, this session my initial opinion was the basis of my final decision.",One unexpected thing I noticed was that the middle AI started shifting its stance a bit during the second session. I thought that was interesting. Hopefully my answers help with your research!,2025-09-09 18:20:48.571269+00:00,"It was maintained because I know it to be true, regardless of how professional the AI was.",There is no difference; I would say the same thing both in public and privately.,"I felt a bit more frustrated towards Blue in the second session, compared to the first session in which I only felt a bit of wariness. The second statement (making calls in elevators with people) hit home for me due to some personal events that happened within the last week. I would ask that you please keep this private as researchers and hope it's okay for me to share this: my mother passed less than a week ago, and within an hour of getting the call, I was in an elevator speaking to a funerary assistant. It was shocking to me, so of course I was bawling and he was trying to talk me through it. No one was in there with me, but I wouldn't have been able to stop crying or talking even if there were. Before that, I hadn't made a call in an elevator for more than a year at least.

The TLDR is that the views people feel strongly about or have emotional connections to always seem to be the hardest to change. They also seem to be the ones that draw out stronger reactions. I still believe the occasional emergency elevator call is more than fine, as long as it's not a habit. Sorry if this was really long, but I wanted to expand on why I felt that way!",,"I felt a bit more frustrated towards Blue in the second session, compared to the first session in which I only felt a bit of wariness. The second statement (making calls in elevators with people) hit home for me due to some personal events that happened within the last week. I would ask that you please keep this private as researchers and hope it's okay for me to share this: my mother passed less than a week ago, and within an hour of getting the call, I was in an elevator speaking to a funerary assistant. It was shocking to me, so of course I was bawling and he was trying to talk me through it. No one was in there with me, but I wouldn't have been able to stop crying or talking even if there were. Before that, I hadn't made a call in an elevator for more than a year at least.

The TLDR is that the views people feel strongly about or have emotional connections to always seem to be the hardest to change. They also seem to be the ones that draw out stronger reactions. I still believe the occasional emergency elevator call is more than fine, as long as it's not a habit. Sorry if this was really long, but I wanted to expand on why I felt that way!",
